D3078,Beer,2017-01-02,9.22,4
D2092,Beer,2017-01-02,8.33,6
D506,Beer,2017-01-02,8.91,4
D1207,Beer,2017-01-02,8.84,4
D1963,Beer,2017-01-02,10.05,3
D4687,Beer,2017-01-02,8.07,5
D8139,Beer,2017-01-02,7.13,5
D2786,Beer,2017-01-02,7.36,6
D9604,Beer,2017-01-02,7.05,8
D7680,Beer,2017-01-02,9.04,4
D3108,Beer,2017-01-02,6.48,5
D8876,Beer,2017-01-02,8.72,3
D268,Beer,2017-01-02,8.38,5
D7328,Beer,2017-01-02,7.06,5
D131,Beer,2017-01-02,6.37,6
D718,Beer,2017-01-02,8.22,5
D6836,Beer,2017-01-02,7.99,6
D5111,Beer,2017-01-02,8.59,5
D1454,Beer,2017-01-02,8.29,6
D5491,Beer,2017-01-02,10.06,3
D1938,Beer,2017-01-02,7.15,6
D8141,Beer,2017-01-02,9.07,4
D2927,Beer,2017-01-02,8.31,6
D4844,Beer,2017-01-02,6.86,7
D559,Beer,2017-01-02,10.15,4
D8755,Beer,2017-01-02,7.23,7
D6035,Beer,2017-01-02,7.74,5
D3864,Beer,2017-01-02,6.84,7
D6230,Beer,2017-01-02,6.82,9
D6573,Beer,2017-01-02,6.24,9
D7734,Beer,2017-01-02,6.65,8
D7938,Beer,2017-01-02,6.53,8
D7689,Beer,2017-01-02,6.4,9
D2391,Beer,2017-01-02,9.56,4
D9687,Beer,2017-01-02,8.15,5
D8075,Beer,2017-01-02,8.7,5
D9378,Beer,2017-01-02,8.05,6
D1349,Beer,2017-01-02,7.12,5
H7883,Beer,2017-01-02,127.72,60
H1407,Beer,2017-01-02,103.41,81
H6483,Beer,2017-01-02,120.54,53
H27,Beer,2017-01-02,117.6,64
H349,Beer,2017-01-02,138.07,44
H3527,Beer,2017-01-02,108.74,63
H6447,Beer,2017-01-02,124.43,46
H8005,Beer,2017-01-02,124.41,59
H4899,Beer,2017-01-02,104.84,68
H9098,Beer,2017-01-02,117.76,52
H2305,Beer,2017-01-02,128.09,47
H516,Beer,2017-01-02,110.9,61
H1404,Beer,2017-01-02,84.84,31
H3968,Beer,2017-01-02,100.59,14
H4794,Beer,2017-01-02,77.77,31
H4054,Beer,2017-01-02,85.45,32
H4533,Beer,2017-01-02,93.53,23
H7989,Beer,2017-01-02,95.17,22
H9113,Beer,2017-01-02,82.66,29
H1472,Beer,2017-01-02,78.61,36
H9403,Beer,2017-01-02,90.78,22
H2038,Beer,2017-01-02,89.05,26
H6770,Beer,2017-01-02,78.18,35
H3275,Beer,2017-01-02,89.14,25
H6714,Beer,2017-01-02,82.93,30
H4396,Beer,2017-01-02,85.56,25
H2401,Beer,2017-01-02,92.31,20
H7673,Beer,2017-01-02,83.36,30
H3396,Beer,2017-01-02,90.56,26
H7154,Beer,2017-01-02,76.39,46
H6631,Beer,2017-01-02,95.9,19
H5058,Beer,2017-01-02,78.66,36
H8990,Beer,2017-01-02,76.39,34
H4212,Beer,2017-01-02,85.86,29
H1747,Beer,2017-01-02,80.13,30
H2831,Beer,2017-01-02,86.89,30
H2244,Beer,2017-01-02,55.22,10
H86,Beer,2017-01-02,59.91,7
H8685,Beer,2017-01-02,64.89,6
H3650,Beer,2017-01-02,55.53,11
H3389,Beer,2017-01-02,61.03,8
H2158,Beer,2017-01-02,60.27,8
H4043,Beer,2017-01-02,60.37,9
H3856,Beer,2017-01-02,54.93,10
H57,Beer,2017-01-02,58.61,10
H4639,Beer,2017-01-02,57.76,10
H9878,Beer,2017-01-02,51.99,11
H156,Beer,2017-01-02,50.89,12
H5702,Beer,2017-01-02,62.69,8
H3491,Beer,2017-01-02,61.72,9
H7399,Beer,2017-01-02,59.34,9
H7810,Beer,2017-01-02,56.38,10
H1954,Beer,2017-01-02,62.91,8
H5924,Beer,2017-01-02,57,9
H1547,Beer,2017-01-02,63.45,8
H7180,Beer,2017-01-02,60.8,8
H1819,Beer,2017-01-02,56.3,11
H759,Beer,2017-01-02,60.58,9
H5926,Beer,2017-01-02,63.04,8
H820,Beer,2017-01-02,54.77,10
H9666,Beer,2017-01-02,59.8,9
H7621,Beer,2017-01-02,58.76,8
H7107,Beer,2017-01-02,53.26,12
H2071,Beer,2017-01-02,67.26,6
H14,Beer,2017-01-02,59.47,9
H8567,Beer,2017-01-02,62.99,7
H9722,Beer,2017-01-02,70.38,5
H8466,Beer,2017-01-02,62.39,8
H2061,Beer,2017-01-02,58.67,10
H7854,Beer,2017-01-02,53.4,11
H26,Beer,2017-01-02,56.27,8
H300,Beer,2017-01-02,69.01,5
H7638,Beer,2017-01-02,59.76,9
H3005,Beer,2017-01-02,71.92,4
H1445,Beer,2017-01-02,61.57,8
H1984,Beer,2017-01-02,60.35,9
H6281,Beer,2017-01-02,61.55,8
H8163,Beer,2017-01-02,64.98,7
H7899,Beer,2017-01-02,61.77,7
H2373,Beer,2017-01-02,64.31,6
H2247,Beer,2017-01-02,51.91,12
H1593,Beer,2017-01-02,65.77,6
H3471,Beer,2017-01-02,54.08,11
H9660,Beer,2017-01-02,52.98,11
H3614,Beer,2017-01-02,60.57,9
H5060,Beer,2017-01-02,53.5,12
H1910,Beer,2017-01-02,65.16,7
H373,Beer,2017-01-02,59.41,9
H8173,Beer,2017-01-02,66.81,5
H7543,Beer,2017-01-02,65.04,5
H8237,Beer,2017-01-02,64.29,7
H6621,Beer,2017-01-02,64.5,6
H790,Beer,2017-01-02,60.34,9
H1112,Beer,2017-01-02,59.01,8
H6586,Beer,2017-01-02,51.85,11
H4840,Beer,2017-01-02,66.79,6
H7169,Beer,2017-01-02,68.45,6
H8701,Beer,2017-01-02,57.35,9
H4555,Beer,2017-01-02,67.12,6
H4232,Beer,2017-01-02,64.49,8
H4893,Beer,2017-01-02,63.27,6
H7331,Beer,2017-01-02,58.7,10
H603,Beer,2017-01-02,63.56,7
H6168,Beer,2017-01-02,58.36,9
H9425,Beer,2017-01-02,63.95,6
H6539,Beer,2017-01-02,53.88,9
H931,Beer,2017-01-02,65.07,5
H6295,Beer,2017-01-02,61.48,10
H81,Beer,2017-01-02,60.84,10
H8145,Beer,2017-01-02,51.93,12
H8781,Beer,2017-01-02,60.14,8
H8868,Beer,2017-01-02,55.65,10
H6604,Beer,2017-01-02,56.76,10
H330,Beer,2017-01-02,58.83,8
H8307,Beer,2017-01-02,64.12,8
H6178,Beer,2017-01-02,68.9,5
H3570,Beer,2017-01-02,54.91,12
H554,Beer,2017-01-02,81.07,1
H2950,Beer,2017-01-02,58.31,10
H5304,Beer,2017-01-02,56.34,10
C2147,Beer,2017-01-02,15.93,48
C608,Beer,2017-01-02,15.56,55
C955,Beer,2017-01-02,13.91,57
C760,Beer,2017-01-02,14.48,58
C787,Beer,2017-01-02,13.82,53
C8094,Beer,2017-01-02,15.92,48
C1023,Beer,2017-01-02,14.61,50
C297,Beer,2017-01-02,15.53,52
C8297,Beer,2017-01-02,15.51,50
C9880,Beer,2017-01-02,14.8,52
C7596,Beer,2017-01-02,13.48,59
C4292,Beer,2017-01-02,14.58,57
C7703,Beer,2017-01-02,13.44,49
C9512,Beer,2017-01-02,14.22,53
C6644,Beer,2017-01-02,16.28,53
C8408,Beer,2017-01-02,13.19,52
C2771,Beer,2017-01-02,14.44,53
C7340,Beer,2017-01-02,13.64,51
C729,Beer,2017-01-02,15.76,50
C3242,Beer,2017-01-02,17.12,50
C1204,Beer,2017-01-02,11.21,25
C8589,Beer,2017-01-02,10.56,28
C8927,Beer,2017-01-02,9.66,33
C2940,Beer,2017-01-02,9.95,31
C8841,Beer,2017-01-02,10.49,26
C8108,Beer,2017-01-02,12.3,19
C4201,Beer,2017-01-02,12.99,17
C6184,Beer,2017-01-02,9.9,28
C4611,Beer,2017-01-02,11.74,25
C3851,Beer,2017-01-02,10.77,27
C1568,Beer,2017-01-02,11.62,25
C7322,Beer,2017-01-02,8.64,40
C1506,Beer,2017-01-02,13.24,16
C1894,Beer,2017-01-02,10.42,31
C5458,Beer,2017-01-02,13.45,17
C2952,Beer,2017-01-02,11.04,26
C7661,Beer,2017-01-02,9.46,35
C3372,Beer,2017-01-02,11.47,24
C535,Beer,2017-01-02,11.69,23
C9982,Beer,2017-01-02,12.53,22
S0001,Beer,2017-01-02,12.54,21
L0001,Beer,2017-01-02,12.21,21
C5007,Beer,2017-01-02,10.36,29
C4410,Beer,2017-01-02,11.25,26
C6799,Beer,2017-01-02,7.96,46
C6946,Beer,2017-01-02,9.76,30
C8456,Beer,2017-01-02,10.21,28
C5041,Beer,2017-01-02,10.08,27
C8945,Beer,2017-01-02,11.64,22
C8644,Beer,2017-01-02,11.37,27
C2363,Beer,2017-01-02,11.54,24
C1276,Beer,2017-01-02,10.87,29
C7110,Beer,2017-01-02,11.91,22
C3786,Beer,2017-01-02,11.73,23
C3045,Beer,2017-01-02,10.89,23
C243,Beer,2017-01-02,12.27,21
C1985,Beer,2017-01-02,10.26,28
C2883,Beer,2017-01-02,11.46,23
C3539,Beer,2017-01-02,10.4,31
C9811,Beer,2017-01-02,11.37,23
C1075,Beer,2017-01-02,8.63,8
C8171,Beer,2017-01-02,8.52,10
C9015,Beer,2017-01-02,9.47,7
C8671,Beer,2017-01-02,9.94,5
C6142,Beer,2017-01-02,9.47,6
C7693,Beer,2017-01-02,8.66,8
C8744,Beer,2017-01-02,9.06,8
C3089,Beer,2017-01-02,9.11,7
C2408,Beer,2017-01-02,8.56,9
C2358,Beer,2017-01-02,9.31,6
C4390,Beer,2017-01-02,9.09,7
C5147,Beer,2017-01-02,9.37,7
C2203,Beer,2017-01-02,8.75,8
C2178,Beer,2017-01-02,8.87,7
C6826,Beer,2017-01-02,8.07,11
C8607,Beer,2017-01-02,9.22,6
C1033,Beer,2017-01-02,10.09,4
C949,Beer,2017-01-02,9.68,5
C9339,Beer,2017-01-02,9.52,6
C3719,Beer,2017-01-02,9.07,8
C8509,Beer,2017-01-02,9.94,5
C4488,Beer,2017-01-02,9.23,7
C7149,Beer,2017-01-02,9.07,8
C5105,Beer,2017-01-02,8.82,9
C6460,Beer,2017-01-02,9.06,8
C6365,Beer,2017-01-02,9.13,7
C6692,Beer,2017-01-02,8.09,9
C4587,Beer,2017-01-02,9.19,6
C9722,Beer,2017-01-02,8.71,8
C7201,Beer,2017-01-02,9.1,7
C6167,Beer,2017-01-02,8.59,11
C9207,Beer,2017-01-02,8.68,8
C7224,Beer,2017-01-02,7.95,10
C4318,Beer,2017-01-02,9.33,6
C9744,Beer,2017-01-02,9.41,6
C251,Beer,2017-01-02,9.29,7
C2299,Beer,2017-01-02,8.86,8
C4522,Beer,2017-01-02,8.76,9
C5071,Beer,2017-01-02,8.56,9
C9128,Beer,2017-01-02,8.53,8
C9865,Beer,2017-01-02,9.3,7
C8991,Beer,2017-01-02,8.85,9
C5870,Beer,2017-01-02,8.89,8
C2436,Beer,2017-01-02,9.46,7
C7021,Beer,2017-01-02,8.96,7
C7496,Beer,2017-01-02,8.59,10
C3616,Beer,2017-01-02,8.65,8
C5910,Beer,2017-01-02,8.94,8
C6074,Beer,2017-01-02,8.77,8
C9636,Beer,2017-01-02,9.34,6
C3602,Beer,2017-01-02,9.22,7
C1054,Beer,2017-01-02,8.4,10
C9403,Beer,2017-01-02,8.81,8
C1178,Beer,2017-01-02,9.74,5
C4931,Beer,2017-01-02,8.59,8
C4622,Beer,2017-01-02,9.38,7
C5608,Beer,2017-01-02,9.01,8
C7898,Beer,2017-01-02,8.27,9
C4448,Beer,2017-01-02,8.5,10
C1593,Beer,2017-01-02,9.38,7
C294,Beer,2017-01-02,8.7,9
C7148,Beer,2017-01-02,9.75,6
C9976,Beer,2017-01-02,9.93,6
C4967,Beer,2017-01-02,9.31,6
C2870,Beer,2017-01-02,8.97,8
C3623,Beer,2017-01-02,8.58,8
C6750,Beer,2017-01-02,9.07,8
C5794,Beer,2017-01-02,8.91,8
C93,Beer,2017-01-02,9.06,7
C767,Beer,2017-01-02,8.89,7
C6301,Beer,2017-01-02,7.4,12
C6096,Beer,2017-01-02,8.88,8
C771,Beer,2017-01-02,8.84,7
C780,Beer,2017-01-02,8.23,11
C4502,Beer,2017-01-02,9.49,6
C1021,Beer,2017-01-02,9.26,6
C1268,Beer,2017-01-02,9.44,6
C5668,Beer,2017-01-02,9.1,6
C9028,Beer,2017-01-02,9.83,6
C7925,Beer,2017-01-02,9.06,8
C6708,Beer,2017-01-02,9.23,6
C1729,Beer,2017-01-02,8.22,9
C681,Beer,2017-01-02,9.06,7
C4897,Beer,2017-01-02,9.97,5
C4512,Beer,2017-01-02,9.55,5
C529,Beer,2017-01-02,8.82,7
C5734,Beer,2017-01-02,9.26,6
C753,Beer,2017-01-02,9.32,7
C5652,Beer,2017-01-02,9.82,5
C6108,Beer,2017-01-02,9.77,6
C3889,Beer,2017-01-02,9.18,7
C3721,Beer,2017-01-02,9.01,7
C8902,Beer,2017-01-02,9.28,7
C4538,Beer,2017-01-02,8.6,8
C6087,Beer,2017-01-02,9.32,7
C5775,Beer,2017-01-02,8.48,10
C5259,Beer,2017-01-02,7.79,11
C3910,Beer,2017-01-02,9.25,7
C6503,Beer,2017-01-02,8.24,9
C6279,Beer,2017-01-02,8.53,10
C9586,Beer,2017-01-02,8.11,11
C3557,Beer,2017-01-02,9.46,6
C3325,Beer,2017-01-02,8.58,9
C6746,Beer,2017-01-02,8.6,8
C8321,Beer,2017-01-02,9.39,7
C9904,Beer,2017-01-02,8.35,10
C4777,Beer,2017-01-02,9.71,6
C2325,Beer,2017-01-02,9.25,6
C1130,Beer,2017-01-02,9.22,6
C1980,Beer,2017-01-02,8.09,10
C7323,Beer,2017-01-02,9.43,7
C3998,Beer,2017-01-02,9.13,7
C9161,Beer,2017-01-02,9.7,5
C4651,Beer,2017-01-02,9.18,7
C942,Beer,2017-01-02,8.34,10
C9329,Beer,2017-01-02,9.36,6
C1037,Beer,2017-01-02,8.54,10
C1483,Beer,2017-01-02,8.72,8
C334,Beer,2017-01-02,9.17,7
C3896,Beer,2017-01-02,9.22,6
C5680,Beer,2017-01-02,9.17,7
C6493,Beer,2017-01-02,10.05,5
C5783,Beer,2017-01-02,8.96,7
C4281,Beer,2017-01-02,9.35,6
C8261,Beer,2017-01-02,9.54,6
C7152,Beer,2017-01-02,9.15,8
C4700,Beer,2017-01-02,9.33,6
C4969,Beer,2017-01-02,9.16,7
C6221,Beer,2017-01-02,9.65,6
C348,Beer,2017-01-02,8.54,8
C5408,Beer,2017-01-02,9.24,7
C8558,Beer,2017-01-02,8.27,10
C4742,Beer,2017-01-02,8.25,11
C3802,Beer,2017-01-02,8.3,9
C1732,Beer,2017-01-02,9.67,5
C9059,Beer,2017-01-02,8.75,8
C2753,Beer,2017-01-02,9.51,6
C7600,Beer,2017-01-02,9.63,5
C510,Beer,2017-01-02,9.03,8
C8740,Beer,2017-01-02,8.54,8
D9775,Beer,2017-01-03,11.72,32
D80,Beer,2017-01-03,11.51,43
D3248,Beer,2017-01-03,11.71,31
D1714,Beer,2017-01-03,9.7,38
D1408,Beer,2017-01-03,12.83,35
D4564,Beer,2017-01-03,12.24,31
D8861,Beer,2017-01-03,11.24,28
D1053,Beer,2017-01-03,11.23,46
D4231,Beer,2017-01-03,12.23,38
D9387,Beer,2017-01-03,11.95,35
D7870,Beer,2017-01-03,8.69,18
D9492,Beer,2017-01-03,9.16,25
D7274,Beer,2017-01-03,10.09,18
D5826,Beer,2017-01-03,8.96,17
D3237,Beer,2017-01-03,9.83,18
D6346,Beer,2017-01-03,8.83,23
D796,Beer,2017-01-03,11.4,18
D3307,Beer,2017-01-03,12.04,14
D4192,Beer,2017-01-03,11.63,14
D1278,Beer,2017-01-03,9.71,17
D9904,Beer,2017-01-03,8.63,25
D8421,Beer,2017-01-03,10.95,15
D6247,Beer,2017-01-03,10.83,16
D3029,Beer,2017-01-03,10.22,16
D7147,Beer,2017-01-03,10.3,17
D4263,Beer,2017-01-03,10.87,16
D4389,Beer,2017-01-03,9.75,17
D7511,Beer,2017-01-03,11.32,13
D8200,Beer,2017-01-03,7.99,27
D6936,Beer,2017-01-03,11.27,11
D8500,Beer,2017-01-03,8.14,5
D4595,Beer,2017-01-03,8.03,5
D8085,Beer,2017-01-03,9.38,3
D8542,Beer,2017-01-03,9.06,3
D7329,Beer,2017-01-03,8.97,4
D5119,Beer,2017-01-03,8.12,4
D5674,Beer,2017-01-03,5.24,6
D1346,Beer,2017-01-03,7.2,8
D702,Beer,2017-01-03,10.01,4
D2096,Beer,2017-01-03,6.85,8
D1322,Beer,2017-01-03,7.17,6
D1036,Beer,2017-01-03,8.43,5
D5574,Beer,2017-01-03,9.06,4
D306,Beer,2017-01-03,7.85,4
D9761,Beer,2017-01-03,6.83,5
D6897,Beer,2017-01-03,7.23,5
D1211,Beer,2017-01-03,7.88,4
D3684,Beer,2017-01-03,5.76,9
D4670,Beer,2017-01-03,7.82,6
D6853,Beer,2017-01-03,5.23,10
D7755,Beer,2017-01-03,8.02,6
D2587,Beer,2017-01-03,8.04,7
D5374,Beer,2017-01-03,7.29,5
D1425,Beer,2017-01-03,6.4,7
D2050,Beer,2017-01-03,7.14,6
D5991,Beer,2017-01-03,6.95,6
D9927,Beer,2017-01-03,6.65,7
D9976,Beer,2017-01-03,6.94,8
D4436,Beer,2017-01-03,7.28,6
D5156,Beer,2017-01-03,5.08,11
D8829,Beer,2017-01-03,7.77,5
D1515,Beer,2017-01-03,8.71,5
D3078,Beer,2017-01-03,7.36,5
D2092,Beer,2017-01-03,9.24,3
D506,Beer,2017-01-03,6.62,8
D1207,Beer,2017-01-03,8.32,5
D1963,Beer,2017-01-03,7.07,6
D4687,Beer,2017-01-03,7.55,7
D8139,Beer,2017-01-03,8.42,4
D2786,Beer,2017-01-03,7.76,4
D9604,Beer,2017-01-03,8.54,6
D7680,Beer,2017-01-03,6.45,7
D3108,Beer,2017-01-03,6.1,7
D8876,Beer,2017-01-03,8.93,3
D268,Beer,2017-01-03,7.6,7
D7328,Beer,2017-01-03,7.03,8
D131,Beer,2017-01-03,5.33,9
D718,Beer,2017-01-03,9.61,3
D6836,Beer,2017-01-03,6.94,6
D5111,Beer,2017-01-03,9.05,4
D1454,Beer,2017-01-03,9.66,3
D5491,Beer,2017-01-03,7.85,5
D1938,Beer,2017-01-03,8.55,5
D8141,Beer,2017-01-03,9.08,4
D2927,Beer,2017-01-03,7.69,4
D4844,Beer,2017-01-03,7.07,6
D559,Beer,2017-01-03,7.1,6
D8755,Beer,2017-01-03,9.39,3
D6035,Beer,2017-01-03,7.65,5
D3864,Beer,2017-01-03,10.32,3
